id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image
28427,"6,110,046",踩屎感拖鞋男士夏防臭室内家居静音浴室洗澡防滑居家用eva凉拖女,https://img.alicdn.com/bao/uploaded/O1CN011aNNrh20zrzXaNJoh_!!6000000006921-0-yinhe.jpg,TZLDN/利达妮（居家布艺）,25.4,官方8.5折,居家布艺,1
105660,6,水星家纺全棉四件套纯棉印花套件田园风被套床单家用床品25年新品,https://img.alicdn.com/bao/uploaded/O1CN014k7Nvy1hR5Q2CqOpN_!!6000000004273-0-yinhe.jpg,水星,259.36,1件8.5折,床上用品,1
21482,102386,HarborHouse美式家居花瓶摆件陶瓷轻奢高级法式插花复古Enakei,https://img.alicdn.com/bao/uploaded/O1CN01jj7LoA1xFf6Yhubnn_!!6000000006414-0-yinhe.jpg,Harbor House,181.6,1件9.5折,家居饰品,1
108871,,超越同款水星家纺第5代雪糕被夏凉被婴幼儿A类可水洗可机洗空调被,https://img.alicdn.com/bao/uploaded/O1CN015oZ2EH1Ot2uSWbTG8_!!6000000001762-0-yinhe.jpg,水星,319.0,下单立减200元,床上用品,1
82741,,哑朵同款记忆棉枕头护颈椎助睡眠枕芯成人零压深睡家用一对装,https://img.alicdn.com/bao/uploaded/O1CN01WyKu6a1gRFwwEWNlS_!!6000000004138-0-yinhe.jpg,九洲鹿,31.6,满49减10,床上用品,1
35166,"6,110,046",洁丽雅一次性浴巾男女加厚旅行便携装酒店家用压缩大毛巾旅游用品,https://img.alicdn.com/bao/uploaded/O1CN01xTF7xl1bvPiE7wNHb_!!6000000003527-0-yinhe.jpg,grace/洁丽雅,13.5,官方8.5折,居家布艺,1
7059,89512,零压深睡慢回弹记忆棉枕头护颈椎助睡眠专用酒店同款枕芯侧睡整头,https://img.alicdn.com/bao/uploaded/O1CN01a84FwY1JSsAKHrw1f_!!6000000001028-0-yinhe.jpg,伊心爱,45.0,,床上用品,1
1542375,102386,多喜爱学生宿舍全棉三件套床单被套被子床垫全套六件套90单人床,https://img.alicdn.com/bao/uploaded/i2/114141735/O1CN01J5lsEk1Ogg1xmTVA4_!!2-item_pic.png,多喜爱,389.0,满69减10,床上用品,1
1542395,102386,全友家居轻奢现代简约小户型客厅长方形岩板餐桌椅2025新款家用,https://img.alicdn.com/bao/uploaded/O1CN01UOtHlB1aLrPw2D1h9_!!6000000003314-0-yinhe.jpg,QuanU/全友,479.0,1件8.5折,住宅家具,1
79467,,全友家居企鹅·摇摇单人椅子客厅阳台小户型休闲布艺懒人小沙发,https://img.alicdn.com/bao/uploaded/O1CN01Xgf40z1uN2uXx2QZx_!!6000000006024-0-yinhe.jpg,QuanU/全友,1099.0,1件7折,住宅家具,1
96544,,全友家居现代简约实木脚儿童软包床小户型卧室1米5男女小孩单人床,https://img.alicdn.com/bao/uploaded/O1CN01CvObwi1Kk6fPIkjvU_!!6000000001201-0-yinhe.jpg,QuanU/全友,1099.0,1件8.9折,住宅家具,1
1240009,89512,开放式衣柜家用卧室衣帽架儿童落地简易衣架置物架出租房角钢货架,https://img.alicdn.com/bao/uploaded/O1CN01vMDNdv1EeiMpkJcoh_!!6000000000377-0-yinhe.jpg,美丽港,361.68,1件6折,住宅家具,1
106320,,全友家居2025新款奶油风储物床1米8卧室双人床家具简约1米5单人床,https://img.alicdn.com/bao/uploaded/O1CN01fwOFgr1nFzTozx4KL_!!6000000005061-0-yinhe.jpg,QuanU/全友,599.0,1件8.9折,住宅家具,1
29638,102386,全友家居席梦思弹簧床垫厚20cm硬垫卧室家用护脊椰棕床垫乳胶床垫,https://img.alicdn.com/bao/uploaded/O1CN01TeQksL2A15erJ8G5K_!!6000000008142-0-yinhe.jpg,QuanU/全友,499.0,1件8.9折,住宅家具,1
